DeployID,Ptt,Instr,Date,Type,Quality,Latitude,Longitude,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,GPE MSD,GPE U,Count,Comment
233997,233997,UT,22:26:10 29-Sep-2022,Argos,B,63.2154,-36.0209,3926,9316,1654,84,,,,,,
233997,233997,UT,19:24:25 30-Sep-2022,Argos,0,62.1296,-36.9688,4716,8251,2695,72,,,,,,
233997,233997,UT,19:34:52 30-Sep-2022,Argos,B,62.1312,-36.9885,101743,627834,16487,108,,,,,,
233997,233997,UT,19:49:04 30-Sep-2022,Argos,0,62.1470,-36.9944,1759,8879,348,81,,,,,,
233997,233997,UT,19:52:51 30-Sep-2022,Argos,A,62.1421,-36.9443,511,1294,202,54,,,,,,
233997,233997,UT,20:15:15 30-Sep-2022,Argos,B,62.1089,-36.9446,1718,6443,458,83,,,,,,
233997,233997,UT,21:04:29 30-Sep-2022,Argos,1,62.1353,-36.9873,611,5017,74,81,,,,,,
233997,233997,UT,21:06:51 30-Sep-2022,Argos,0,62.1205,-36.9718,1696,27302,105,97,,,,,,
233997,233997,UT,21:32:27 30-Sep-2022,Argos,A,62.0903,-36.9538,4045,11153,1467,45,,,,,,
233997,233997,UT,21:33:53 30-Sep-2022,Argos,B,62.1314,-36.9340,740,4815,113,83,,,,,,
233997,233997,UT,21:58:52 30-Sep-2022,Argos,1,62.1224,-37.0091,1032,6951,153,94,,,,,,
233997,233997,UT,19:05:16 01-Oct-2022,Argos,B,62.1620,-37.7663,17280,248218,1202,63,,,,,,
233997,233997,UT,19:15:08 01-Oct-2022,Argos,B,61.9082,-38.0816,10646,215832,525,110,,,,,,
233997,233997,UT,19:30:04 01-Oct-2022,Argos,1,61.9711,-38.2107,1054,5744,193,80,,,,,,
233997,233997,UT,19:31:46 01-Oct-2022,Argos,A,61.9723,-38.2534,363,879,149,80,,,,,,
233997,233997,UT,19:46:26 01-Oct-2022,Argos,0,61.9669,-38.2646,2067,10986,388,60,,,,,,
233997,233997,UT,19:49:19 01-Oct-2022,Argos,B,61.9668,-38.2658,2041,5527,753,65,,,,,,
233997,233997,UT,20:43:18 01-Oct-2022,Argos,2,61.9694,-38.3156,474,6298,35,80,,,,,,
233997,233997,UT,20:51:51 01-Oct-2022,Argos,3,61.9509,-38.3604,239,1159,49,91,,,,,,
233997,233997,UT,21:11:22 01-Oct-2022,Argos,B,61.9444,-38.3269,1836,3983,846,53,,,,,,
233997,233997,UT,21:11:22 01-Oct-2022,Argos,B,61.9432,-38.3287,1802,4238,766,53,,,,,,
233997,233997,UT,21:21:20 01-Oct-2022,Argos,0,61.9019,-38.3167,5454,131194,226,79,,,,,,
233997,233997,UT,21:28:48 01-Oct-2022,Argos,0,61.9036,-38.3436,5327,110132,257,100,,,,,,
233997,233997,UT,21:50:54 01-Oct-2022,Argos,B,61.9036,-38.3429,8746,21702,3524,93,,,,,,
233997,233997,UT,22:22:58 01-Oct-2022,Argos,B,61.8923,-38.3504,10280,20471,5162,94,,,,,,
233997,233997,UT,22:45:00 01-Oct-2022,Argos,B,61.8868,-38.3573,12607,27067,5871,89,,,,,,
233997,233997,UT,18:43:02 02-Oct-2022,Argos,B,61.5088,-38.9576,4449,7957,2487,96,,,,,,
233997,233997,UT,19:10:57 02-Oct-2022,Argos,B,61.7688,-39.1061,15174,51085,4507,24,,,,,,
233997,233997,UT,19:20:10 02-Oct-2022,Argos,B,61.9040,-39.0583,5668,15031,2137,55,,,,,,
233997,233997,UT,19:35:31 02-Oct-2022,Argos,B,61.7518,-39.5433,5374,112890,255,46,,,,,,
233997,233997,UT,20:13:01 02-Oct-2022,Argos,2,61.6046,-39.6892,457,1937,107,78,,,,,,
233997,233997,UT,20:33:30 02-Oct-2022,Argos,A,61.5821,-39.6947,308,1521,62,99,,,,,,
233997,233997,UT,20:51:10 02-Oct-2022,Argos,B,61.5796,-39.6492,1811,4189,783,77,,,,,,
233997,233997,UT,20:54:39 02-Oct-2022,Argos,A,61.5316,-39.6659,588,1192,289,125,,,,,,
233997,233997,UT,20:59:00 02-Oct-2022,Argos,B,61.5735,-39.6544,3384,7845,1459,51,,,,,,
233997,233997,UT,21:09:02 02-Oct-2022,Argos,A,61.5485,-39.8713,1268,14398,111,88,,,,,,
233997,233997,UT,21:56:47 02-Oct-2022,Argos,B,61.5429,-39.9448,2373,94458,59,85,,,,,,
233997,233997,UT,22:09:03 02-Oct-2022,Argos,A,61.5449,-39.9143,178,419,75,115,,,,,,
233997,233997,UT,22:26:22 02-Oct-2022,Argos,B,61.5279,-40.0560,930,5294,163,57,,,,,,
233997,233997,UT,22:34:37 02-Oct-2022,Argos,B,61.5357,-40.0437,1267,5409,296,59,,,,,,
233997,233997,UT,22:35:29 02-Oct-2022,Argos,B,61.5595,-40.0122,440,4985,38,86,,,,,,
233997,233997,UT,22:53:09 02-Oct-2022,Argos,B,61.5453,-40.0481,501,2992,83,66,,,,,,
233997,233997,UT,18:49:36 03-Oct-2022,Argos,B,60.3023,-41.3447,4026,5036,3218,93,,,,,,
233997,233997,UT,19:05:54 03-Oct-2022,Argos,B,60.9962,-41.4982,13153,231950,745,79,,,,,,
233997,233997,UT,19:24:24 03-Oct-2022,Argos,B,61.1979,-40.3554,7384,16292,3346,58,,,,,,
233997,233997,UT,19:54:45 03-Oct-2022,Argos,A,61.1502,-40.3601,5833,108841,312,65,,,,,,
233997,233997,UT,20:17:35 03-Oct-2022,Argos,B,61.1645,-40.3472,3814,13189,1103,72,,,,,,
233997,233997,UT,20:28:35 03-Oct-2022,Argos,B,61.1472,-40.3740,3953,13171,1186,66,,,,,,
233997,233997,UT,20:28:35 03-Oct-2022,Argos,0,61.1653,-40.2802,4357,28917,656,64,,,,,,
233997,233997,UT,20:54:34 03-Oct-2022,Argos,B,61.1637,-40.3132,2887,14948,557,37,,,,,,
233997,233997,UT,21:28:48 03-Oct-2022,Argos,1,61.1259,-40.4144,830,2258,304,69,,,,,,
233997,233997,UT,21:53:43 03-Oct-2022,Argos,2,61.1181,-40.3456,487,2443,96,107,,,,,,
233997,233997,UT,22:04:57 03-Oct-2022,Argos,0,61.0861,-40.4330,2771,12641,607,79,,,,,,
233997,233997,UT,22:07:23 03-Oct-2022,Argos,B,61.0909,-40.4667,2005,15248,263,78,,,,,,
233997,233997,UT,22:23:26 03-Oct-2022,Argos,B,61.0630,-40.4894,1261,9179,173,81,,,,,,
233997,233997,UT,22:37:44 03-Oct-2022,Argos,1,61.0531,-40.4063,506,2155,118,104,,,,,,
233997,233997,UT,22:58:36 03-Oct-2022,Argos,B,61.0534,-40.4074,1349,2874,633,92,,,,,,
233997,233997,UT,19:11:51 04-Oct-2022,Argos,B,61.0411,-40.4579,9365,13509,6492,94,,,,,,
233997,233997,UT,19:29:27 04-Oct-2022,Argos,B,60.5837,-39.6502,62100,,,,,,,,,
233997,233997,UT,19:26:22 05-Oct-2022,Argos,B,59.7102,-41.0776,78875,217518,28601,88,,,,,,
233997,233997,UT,20:31:18 05-Oct-2022,Argos,1,59.4857,-40.7239,1043,2265,479,69,,,,,,
233997,233997,UT,20:41:28 05-Oct-2022,Argos,A,59.4628,-40.6870,2790,30683,253,89,,,,,,
233997,233997,UT,21:05:17 05-Oct-2022,Argos,B,59.4852,-40.6734,3632,103625,127,89,,,,,,
233997,233997,UT,21:21:17 05-Oct-2022,Argos,B,59.4558,-40.6654,757,52111,11,98,,,,,,
233997,233997,UT,22:01:46 05-Oct-2022,Argos,B,59.4010,-40.7149,1966,11131,347,97,,,,,,
233997,233997,UT,22:16:24 05-Oct-2022,Argos,A,59.4197,-40.7489,191,239,152,58,,,,,,
233997,233997,UT,22:20:32 05-Oct-2022,Argos,B,59.4190,-40.7393,669,3388,132,93,,,,,,
233997,233997,UT,22:45:13 05-Oct-2022,Argos,B,59.3932,-40.7265,763,4888,119,105,,,,,,
233997,233997,UT,20:15:22 06-Oct-2022,Argos,1,59.5895,-40.9341,521,1845,147,87,,,,,,
233997,233997,UT,20:22:53 06-Oct-2022,Argos,A,59.5918,-40.9245,396,1867,84,79,,,,,,
233997,233997,UT,20:35:37 06-Oct-2022,Argos,B,59.5651,-40.9323,386,3821,38,96,,,,,,
233997,233997,UT,21:04:28 06-Oct-2022,Argos,B,59.5259,-40.9251,627,23802,16,84,,,,,,
233997,233997,UT,21:08:30 06-Oct-2022,Argos,B,59.5236,-40.9169,854,5635,129,81,,,,,,
233997,233997,UT,21:47:20 06-Oct-2022,Argos,B,59.4946,-40.9275,964,10746,86,75,,,,,,
233997,233997,UT,21:54:28 06-Oct-2022,Argos,1,59.4385,-40.9992,570,1641,198,93,,,,,,
233997,233997,UT,22:05:15 06-Oct-2022,Argos,A,59.4100,-41.0727,552,6947,43,79,,,,,,
233997,233997,UT,22:12:38 06-Oct-2022,Argos,2,59.4227,-40.9841,472,1820,122,102,,,,,,
233997,233997,UT,22:39:48 06-Oct-2022,Argos,2,59.3796,-40.9426,314,1243,79,72,,,,,,
233997,233997,UT,22:40:48 06-Oct-2022,Argos,A,59.3960,-40.8781,659,4064,106,85,,,,,,
233997,233997,UT,20:02:02 07-Oct-2022,Argos,B,59.1085,-41.0570,9868,39087,2491,93,,,,,,
233997,233997,UT,20:09:20 07-Oct-2022,Argos,A,59.0038,-40.3158,1096,4691,256,88,,,,,,
233997,233997,UT,20:47:23 07-Oct-2022,Argos,B,58.9799,-40.3126,2378,12642,447,17,,,,,,
233997,233997,UT,21:24:44 07-Oct-2022,Argos,A,58.9983,-40.3330,1440,8744,237,72,,,,,,
233997,233997,UT,21:42:50 07-Oct-2022,Argos,0,59.0191,-40.2360,3123,45936,212,100,,,,,,
233997,233997,UT,21:45:52 07-Oct-2022,Argos,1,59.0165,-40.2645,1298,14763,114,82,,,,,,
233997,233997,UT,22:18:08 07-Oct-2022,Argos,1,59.0170,-40.2603,884,2558,305,70,,,,,,
233997,233997,UT,22:22:14 07-Oct-2022,Argos,A,59.0068,-40.2825,1155,2326,573,131,,,,,,
233997,233997,UT,18:48:45 08-Oct-2022,Argos,B,58.6127,-39.8778,9272,13902,6183,107,,,,,,
233997,233997,UT,19:23:59 08-Oct-2022,Argos,Z,59.2007,-40.3586,5865,15915,2161,91,,,,,,
233997,233997,UT,19:59:39 08-Oct-2022,Argos,B,59.2434,-40.0888,370,2194,62,64,,,,,,
233997,233997,UT,20:23:44 08-Oct-2022,Argos,A,59.1976,-40.2146,9102,52187,1587,79,,,,,,
233997,233997,UT,20:31:29 08-Oct-2022,Argos,1,59.1742,-40.2706,513,2779,94,99,,,,,,
233997,233997,UT,21:05:36 08-Oct-2022,Argos,0,59.1569,-40.2326,2971,72287,122,77,,,,,,
233997,233997,UT,21:10:14 08-Oct-2022,Argos,2,59.1410,-40.2803,293,1313,65,93,,,,,,
233997,233997,UT,21:36:14 08-Oct-2022,Argos,0,59.1397,-40.2666,4784,153797,148,79,,,,,,
233997,233997,UT,22:03:25 08-Oct-2022,Argos,0,59.1074,-40.2717,3101,28525,337,70,,,,,,
233997,233997,UT,22:05:21 08-Oct-2022,Argos,2,59.0955,-40.2999,462,893,238,85,,,,,,
233997,233997,UT,22:48:04 08-Oct-2022,Argos,B,59.0559,-40.2961,3150,9705,1022,96,,,,,,
233997,233997,UT,22:48:53 08-Oct-2022,Argos,1,59.0847,-40.3243,852,2108,344,104,,,,,,
233997,233997,UT,22:57:57 08-Oct-2022,Argos,B,59.0655,-40.3206,2813,6889,1148,89,,,,,,
233997,233997,UT,19:48:33 09-Oct-2022,Argos,B,58.1332,-40.4586,24350,57508,10310,60,,,,,,
233997,233997,UT,20:17:41 09-Oct-2022,Argos,B,58.3695,-40.3207,16884,43197,6599,76,,,,,,
233997,233997,UT,20:40:43 09-Oct-2022,Argos,1,58.5000,-40.0259,956,8172,111,81,,,,,,
233997,233997,UT,21:23:06 09-Oct-2022,Argos,1,58.4923,-39.9244,1371,11692,160,76,,,,,,
233997,233997,UT,21:38:20 09-Oct-2022,Argos,A,58.4584,-39.8999,2023,3672,1114,178,,,,,,
233997,233997,UT,21:49:24 09-Oct-2022,Argos,B,58.4621,-39.8882,1712,21263,137,118,,,,,,
233997,233997,UT,18:36:06 10-Oct-2022,Argos,B,58.3946,-38.9843,15481,23274,10296,56,,,,,,
233997,233997,UT,20:09:23 10-Oct-2022,Argos,B,58.0139,-40.4567,10959,35888,3346,92,,,,,,
233997,233997,UT,20:13:15 10-Oct-2022,Argos,B,57.7068,-39.8907,5053,25687,993,85,,,,,,
233997,233997,UT,21:14:10 10-Oct-2022,Argos,0,57.6398,-39.5648,1614,15129,172,83,,,,,,
233997,233997,UT,21:20:32 10-Oct-2022,Argos,1,57.6231,-39.5811,1160,5450,246,89,,,,,,
233997,233997,UT,21:47:34 10-Oct-2022,Argos,1,57.6099,-39.5962,591,3507,99,85,,,,,,
233997,233997,UT,21:48:50 10-Oct-2022,Argos,2,57.6095,-39.5672,404,2433,67,102,,,,,,
233997,233997,UT,19:22:45 11-Oct-2022,Argos,B,57.5958,-39.4795,18361,26946,12511,59,,,,,,
233997,233997,UT,19:36:50 11-Oct-2022,Argos,B,57.3058,-39.6469,5352,12883,2223,2,,,,,,
233997,233997,UT,19:41:04 11-Oct-2022,Argos,B,57.3156,-39.6337,1479,12108,180,144,,,,,,
233997,233997,UT,19:43:42 11-Oct-2022,Argos,0,57.2655,-39.6273,2206,4296,1132,84,,,,,,
233997,233997,UT,21:00:06 11-Oct-2022,Argos,0,57.2837,-39.6107,2944,3700,2342,68,,,,,,
233997,233997,UT,21:15:46 11-Oct-2022,Argos,A,57.2780,-39.6034,1882,27369,129,98,,,,,,
233997,233997,UT,21:18:18 11-Oct-2022,Argos,0,57.2768,-39.6151,2077,29079,148,97,,,,,,
233997,233997,UT,21:23:02 11-Oct-2022,Argos,1,57.2827,-39.6315,1434,7060,291,94,,,,,,
233997,233997,UT,22:25:52 11-Oct-2022,Argos,B,57.2668,-39.5565,6851,13584,3455,83,,,,,,
233997,233997,UT,22:35:19 11-Oct-2022,Argos,0,57.3146,-39.5821,2950,3820,2277,150,,,,,,
233997,233997,UT,22:46:29 11-Oct-2022,Argos,B,57.2718,-39.5519,3273,14209,753,86,,,,,,
233997,233997,UT,22:51:00 11-Oct-2022,Argos,A,57.2732,-39.5092,1417,3506,572,120,,,,,,
233997,233997,UT,19:27:27 12-Oct-2022,Argos,B,57.4488,-39.3379,15261,45638,5103,101,,,,,,
233997,233997,UT,20:46:13 12-Oct-2022,Argos,0,57.4727,-39.0286,4656,18948,1144,73,,,,,,
233997,233997,UT,20:52:40 12-Oct-2022,Argos,1,57.4822,-39.0283,832,6628,104,74,,,,,,
233997,233997,UT,21:00:18 12-Oct-2022,Argos,B,57.4884,-39.0329,1234,2182,697,87,,,,,,
233997,233997,UT,21:01:05 12-Oct-2022,Argos,A,57.4967,-39.0389,2248,36464,138,100,,,,,,
233997,233997,UT,22:17:50 12-Oct-2022,Argos,1,57.5123,-38.8236,590,1982,175,91,,,,,,
233997,233997,UT,22:24:56 12-Oct-2022,Argos,1,57.4814,-38.8207,561,1653,190,85,,,,,,
233997,233997,UT,22:30:12 12-Oct-2022,Argos,0,57.4873,-38.8808,1665,10899,254,91,,,,,,
233997,233997,UT,22:31:41 12-Oct-2022,Argos,B,57.5677,-39.0443,7725,14643,4074,99,,,,,,
233997,233997,UT,22:43:33 12-Oct-2022,Argos,1,57.4927,-38.8564,596,1731,205,109,,,,,,
233997,233997,UT,19:03:47 13-Oct-2022,Argos,B,57.4870,-38.6897,18419,22232,15259,82,,,,,,
233997,233997,UT,20:34:02 13-Oct-2022,Argos,0,57.4536,-38.5800,2632,33945,204,77,,,,,,
233997,233997,UT,20:35:19 13-Oct-2022,Argos,0,57.4715,-38.6277,2975,5254,1684,178,,,,,,
233997,233997,UT,20:41:58 13-Oct-2022,Argos,A,57.4436,-38.6032,843,7042,100,102,,,,,,
233997,233997,UT,21:58:50 13-Oct-2022,Argos,A,57.4888,-38.6418,2670,42194,168,79,,,,,,
233997,233997,UT,22:05:42 13-Oct-2022,Argos,B,57.4888,-38.6418,1411,5184,384,81,,,,,,
233997,233997,UT,22:13:46 13-Oct-2022,Argos,1,57.4817,-38.6699,570,1787,181,95,,,,,,
233997,233997,UT,22:16:13 13-Oct-2022,Argos,1,57.4860,-38.6874,834,2940,236,84,,,,,,
233997,233997,UT,22:16:29 13-Oct-2022,Argos,1,57.4793,-38.6555,572,1100,297,97,,,,,,
233997,233997,UT,22:47:07 13-Oct-2022,Argos,B,57.4613,-38.6871,5753,85575,386,90,,,,,,
233997,233997,UT,18:34:29 14-Oct-2022,Argos,B,56.9440,-39.3487,30599,45142,20740,62,,,,,,
233997,233997,UT,18:51:40 14-Oct-2022,Argos,B,56.8405,-39.0508,32349,39952,26192,79,,,,,,
233997,233997,UT,19:43:37 14-Oct-2022,Argos,1,57.8635,-39.3147,1406,3952,499,39,,,,,,
233997,233997,UT,20:08:10 14-Oct-2022,Argos,1,57.8492,-39.2858,1461,4259,500,87,,,,,,
233997,233997,UT,19:44:05 15-Oct-2022,Argos,A,58.4309,-39.3333,1751,2308,1328,108,,,,,,
233997,233997,UT,20:12:18 15-Oct-2022,Argos,3,58.4680,-39.3148,240,644,89,85,,,,,,
233997,233997,UT,20:52:15 15-Oct-2022,Argos,1,58.4722,-39.3783,1129,6344,201,81,,,,,,
233997,233997,UT,21:15:38 15-Oct-2022,Argos,2,58.4917,-39.3187,276,703,108,92,,,,,,
233997,233997,UT,21:23:45 15-Oct-2022,Argos,1,58.5042,-39.2908,764,4105,142,75,,,,,,
233997,233997,UT,21:39:50 15-Oct-2022,Argos,B,58.5058,-39.3002,3324,6505,1698,87,,,,,,
233997,233997,UT,21:52:29 15-Oct-2022,Argos,1,58.5283,-39.2734,1322,9162,190,81,,,,,,
233997,233997,UT,22:00:51 15-Oct-2022,Argos,B,58.5244,-39.2734,3745,8785,1596,88,,,,,,
233997,233997,UT,22:28:47 15-Oct-2022,Argos,B,58.5246,-39.2753,7163,14197,3614,91,,,,,,
233997,233997,UT,19:19:52 16-Oct-2022,Argos,0,59.3128,-40.2270,2725,6835,1086,101,,,,,,
233997,233997,UT,19:19:52 16-Oct-2022,Argos,B,58.7230,-40.2621,10929,15352,7779,63,,,,,,
233997,233997,UT,19:54:18 16-Oct-2022,Argos,2,59.3417,-40.1769,448,1217,164,56,,,,,,
233997,233997,UT,20:02:11 16-Oct-2022,Argos,1,59.3517,-40.1673,984,2300,420,81,,,,,,
233997,233997,UT,20:21:09 16-Oct-2022,Argos,2,59.3681,-40.1386,338,707,161,86,,,,,,
233997,233997,UT,20:57:29 16-Oct-2022,Argos,0,59.3784,-40.2781,2306,36010,147,79,,,,,,
233997,233997,UT,20:58:22 16-Oct-2022,Argos,A,59.3794,-40.2725,2368,10209,549,81,,,,,,
233997,233997,UT,21:26:12 16-Oct-2022,Argos,2,59.4156,-40.1451,449,3247,62,106,,,,,,
233997,233997,UT,21:40:12 16-Oct-2022,Argos,0,59.4274,-40.1664,3070,35276,267,80,,,,,,
233997,233997,UT,21:47:30 16-Oct-2022,Argos,B,59.4464,-40.0752,4961,15184,1621,83,,,,,,
233997,233997,UT,21:58:54 16-Oct-2022,Argos,2,59.4534,-40.1492,353,1084,115,92,,,,,,
233997,233997,UT,22:31:19 16-Oct-2022,Argos,3,59.4816,-40.1275,146,460,46,86,,,,,,
233997,233997,UT,22:31:19 16-Oct-2022,Argos,3,59.4816,-40.1275,146,460,46,86,,,,,,
233997,233997,UT,22:39:01 16-Oct-2022,Argos,B,59.4893,-40.1229,500,1462,170,92,,,,,,
233997,233997,UT,19:51:09 17-Oct-2022,Argos,2,59.8935,-39.7760,479,1207,190,107,,,,,,
233997,233997,UT,19:51:47 17-Oct-2022,Argos,1,59.8923,-39.7988,733,1681,319,103,,,,,,
233997,233997,UT,20:32:06 17-Oct-2022,Argos,2,59.9441,-39.8464,267,1018,70,79,,,,,,
233997,233997,UT,20:38:00 17-Oct-2022,Argos,B,59.9436,-39.8471,611,1250,298,87,,,,,,
233997,233997,UT,21:11:20 17-Oct-2022,Argos,0,59.9493,-39.7438,3238,81772,128,95,,,,,,
233997,233997,UT,21:27:30 17-Oct-2022,Argos,0,59.9752,-39.7551,4746,128930,174,79,,,,,,
233997,233997,UT,21:30:12 17-Oct-2022,Argos,1,59.9741,-39.7702,1310,11236,152,94,,,,,,
233997,233997,UT,22:10:30 17-Oct-2022,Argos,2,60.0024,-39.6879,408,2763,60,73,,,,,,
233997,233997,UT,22:12:23 17-Oct-2022,Argos,2,60.0001,-39.6941,417,1257,138,94,,,,,,
233997,233997,UT,22:50:14 17-Oct-2022,Argos,3,60.0441,-39.6442,236,451,122,67,,,,,,
233997,233997,UT,19:18:04 18-Oct-2022,Argos,B,60.5267,-38.3484,7023,21651,2277,89,,,,,,
233997,233997,UT,19:36:49 18-Oct-2022,Argos,B,60.3132,-39.9875,2679,40748,176,117,,,,,,
233997,233997,UT,20:05:15 18-Oct-2022,Argos,1,60.3563,-40.0710,970,2593,362,63,,,,,,
233997,233997,UT,20:19:24 18-Oct-2022,Argos,B,60.3601,-40.0591,4836,9728,2404,88,,,,,,
233997,233997,UT,20:53:31 18-Oct-2022,Argos,1,60.3829,-40.0631,782,860,711,144,,,,,,
233997,233997,UT,21:00:33 18-Oct-2022,Argos,1,60.3694,-40.0254,754,12802,44,99,,,,,,
233997,233997,UT,21:59:31 18-Oct-2022,Argos,B,60.4006,-39.9704,1733,3720,807,91,,,,,,
233997,233997,UT,22:25:16 18-Oct-2022,Argos,B,60.4460,-39.9907,6476,11925,3516,93,,,,,,
233997,233997,UT,22:37:34 18-Oct-2022,Argos,1,60.3890,-39.9305,994,2445,403,105,,,,,,
233997,233997,UT,22:37:49 18-Oct-2022,Argos,1,60.3859,-39.9146,889,1835,430,85,,,,,,
233997,233997,UT,22:57:09 18-Oct-2022,Argos,B,60.3828,-39.9104,6793,15007,3075,84,,,,,,
233997,233997,UT,19:43:35 19-Oct-2022,Argos,A,60.0319,-38.5758,17024,124642,2325,59,,,,,,
233997,233997,UT,20:27:18 19-Oct-2022,Argos,B,59.9197,-38.4754,19384,313292,1199,66,,,,,,
233997,233997,UT,20:35:24 19-Oct-2022,Argos,A,59.8720,-38.5858,1850,25858,132,90,,,,,,
233997,233997,UT,21:38:13 19-Oct-2022,Argos,B,59.8347,-38.5148,6603,13451,3241,89,,,,,,
233997,233997,UT,19:18:24 20-Oct-2022,Argos,B,59.9320,-39.4397,8331,157783,439,83,,,,,,
233997,233997,UT,19:19:10 20-Oct-2022,Argos,B,59.8559,-39.9821,4513,129484,157,89,,,,,,
233997,233997,UT,19:38:36 20-Oct-2022,Argos,B,59.9128,-39.6040,7324,52760,1016,84,,,,,,
233997,233997,UT,19:54:05 20-Oct-2022,Argos,A,59.8663,-40.1000,1154,7902,168,106,,,,,,
233997,233997,UT,20:18:46 20-Oct-2022,Argos,B,59.8732,-40.0994,1530,15897,147,90,,,,,,
