year,date,stodnr,hvalnr,kyn,kj,longd,kl
2018,24/07/2018,2018005,17740,f,1,NA,NA
2018,24/07/2018,2018005,17741,m,1,NA,NA
2018,24/07/2018,2018005,17742,f,1,NA,NA
2018,24/07/2018,2018005,17743,m,1,NA,1
2018,24/07/2018,2018005,17744,f,1,NA,NA
2018,24/07/2018,2018005,17745,f,1,NA,NA
2018,24/07/2018,2018005,17746,m,1,NA,NA
2018,24/07/2018,2018005,17747,f,1,NA,NA
2018,24/07/2018,2018005,17748,f,1,NA,NA
2018,24/07/2018,2018005,17749,m,1,NA,NA
2018,24/07/2018,2018005,17750,f,1,NA,NA
2018,24/07/2018,2018005,17751,f,1,NA,NA
2018,30/07/2018,2018007,17752,m,1,NA,NA
2018,30/07/2018,2018007,17753,f,1,NA,NA
2018,30/07/2018,2018007,17754,f,1,NA,1
2018,30/07/2018,2018007,17755,m,1,NA,1
2018,30/07/2018,2018007,17756,m,1,NA,NA
2018,30/07/2018,2018007,17757,f,1,NA,1
2018,30/07/2018,2018007,17758,m,1,NA,NA
2018,30/07/2018,2018007,17759,f,1,NA,1
2018,30/07/2018,2018007,17760,f,1,NA,1
2018,30/07/2018,2018007,17761,f,1,NA,NA
2018,30/07/2018,2018007,17762,f,1,NA,NA
2018,30/07/2018,2018007,17763,m,1,NA,NA
2018,30/07/2018,2018007,17764,m,1,NA,NA
2018,30/07/2018,2018007,17765,m,1,NA,NA
2018,30/07/2018,2018007,17766,f,1,NA,NA
2018,30/07/2018,2018007,17767,m,1,NA,NA
2018,30/07/2018,2018007,17768,f,1,NA,NA
2018,30/07/2018,2018007,17769,f,1,NA,NA
2018,30/07/2018,2018007,17770,f,1,NA,NA
2018,30/07/2018,2018007,17771,f,1,NA,NA
2018,30/07/2018,2018007,17772,m,1,NA,NA
2018,30/07/2018,2018007,17773,f,1,NA,NA
2018,30/07/2018,2018007,17774,m,1,NA,NA
2018,30/07/2018,2018007,17775,f,1,NA,NA
2018,30/07/2018,2018007,17776,f,1,NA,NA
2018,30/07/2018,2018007,17777,f,1,NA,NA
2018,30/07/2018,2018007,17778,f,1,NA,NA
2018,30/07/2018,2018007,17779,f,1,NA,NA
2018,30/07/2018,2018007,17780,f,1,NA,NA
2018,30/07/2018,2018007,17781,m,1,NA,NA
2018,30/07/2018,2018007,17782,m,1,NA,NA
2018,30/07/2018,2018007,17783,f,1,NA,NA
2018,30/07/2018,2018007,17784,f,1,NA,NA
2018,30/07/2018,2018007,17785,m,1,NA,NA
2018,30/07/2018,2018007,17786,f,1,NA,NA
2018,30/07/2018,2018007,17787,m,1,NA,NA
2018,30/07/2018,2018007,17788,f,1,NA,NA
2018,30/07/2018,2018007,17789,f,1,NA,NA
2019,29/04/2019,2019002,19001,f,1,NA,NA
2019,29/04/2019,2019002,19002,f,1,NA,NA
2019,29/04/2019,2019002,19003,m,1,NA,NA
2019,29/04/2019,2019002,19004,f,1,NA,NA
2019,29/04/2019,2019002,19005,f,1,NA,NA
2019,29/04/2019,2019002,19006,f,1,NA,NA
2019,29/04/2019,2019002,19007,f,1,NA,NA
2019,29/04/2019,2019002,19008,f,1,NA,NA
2019,29/04/2019,2019002,19009,f,1,NA,NA
2019,29/04/2019,2019002,19010,f,1,NA,NA
2019,29/04/2019,2019002,19011,f,1,NA,NA
2019,29/04/2019,2019002,19012,f,1,NA,NA
2019,29/04/2019,2019002,19013,f,1,NA,NA
2019,29/04/2019,2019002,19014,f,1,NA,NA
2019,29/04/2019,2019002,19015,f,1,NA,NA
2019,29/04/2019,2019002,19016,f,1,NA,NA
2019,29/04/2019,2019002,19017,f,1,NA,NA
2019,29/04/2019,2019002,19018,f,1,NA,NA
2019,29/04/2019,2019002,19019,f,1,NA,NA
2019,29/04/2019,2019002,19020,f,1,NA,1
2019,29/04/2019,2019002,19021,f,1,NA,1
2019,29/04/2019,2019002,19022,f,1,NA,1
2019,29/04/2019,2019002,19023,f,1,NA,1
2019,29/04/2019,2019002,19024,f,1,NA,1
2019,29/04/2019,2019002,19025,f,1,NA,NA
2019,29/04/2019,2019002,19026,f,1,NA,NA
2019,29/04/2019,2019002,19027,f,1,NA,NA
2019,29/04/2019,2019002,19028,m,1,NA,NA
2019,29/04/2019,2019002,19029,m,1,NA,NA
2019,29/04/2019,2019002,19030,f,1,NA,NA
2019,29/04/2019,2019002,19031,f,1,NA,NA
2019,29/04/2019,2019002,19032,f,1,NA,NA
2019,29/04/2019,2019002,19033,f,1,NA,NA
2019,29/04/2019,2019002,19034,f,1,NA,NA
2019,29/05/2019,2019006,19035,f,1,NA,NA
2019,29/05/2019,2019006,19036,f,1,NA,NA
2019,29/05/2019,2019006,19037,f,1,NA,NA
2019,29/05/2019,2019006,19038,f,1,NA,NA
2019,29/05/2019,2019006,19039,f,1,NA,NA
2019,29/05/2019,2019006,19040,f,1,NA,NA
2019,29/05/2019,2019006,19041,f,1,NA,1
2019,29/05/2019,2019006,19042,f,1,NA,1
2019,29/05/2019,2019006,19043,m,1,NA,1
2019,29/05/2019,2019006,19044,f,1,NA,1
2019,29/05/2019,2019006,19045,f,1,NA,1
2019,29/05/2019,2019006,19046,f,1,NA,NA
2019,29/05/2019,2019006,19047,f,1,NA,NA
2019,29/05/2019,2019006,19048,f,1,NA,NA
2019,29/05/2019,2019006,19049,f,1,NA,NA
2019,29/05/2019,2019006,19050,f,1,NA,NA
2019,29/05/2019,2019006,19051,f,1,NA,NA
2019,29/05/2019,2019006,19052,f,1,NA,NA
2019,29/05/2019,2019006,19053,f,1,NA,NA
2019,29/05/2019,2019006,19054,f,1,NA,NA
2019,29/05/2019,2019006,19055,f,1,NA,NA
2019,29/05/2019,2019006,19056,f,1,NA,NA
2019,29/05/2019,2019006,19057,f,1,NA,NA
2019,29/05/2019,2019006,19058,f,1,NA,NA
2019,29/05/2019,2019006,19059,f,1,NA,NA
2019,29/05/2019,2019006,19060,f,1,NA,NA
2019,29/05/2019,2019006,19061,f,1,NA,NA
2019,29/05/2019,2019006,19062,f,1,NA,NA
2019,29/05/2019,2019006,19063,f,1,NA,NA
2019,29/05/2019,2019006,19064,f,1,NA,NA
2019,29/05/2019,2019006,19065,f,1,NA,NA
2019,29/05/2019,2019006,19066,f,1,NA,NA
2019,29/05/2019,2019006,19067,f,1,NA,NA
2019,29/05/2019,2019006,19068,f,1,NA,NA
2019,29/05/2019,2019006,19069,f,1,NA,NA
2019,29/05/2019,2019006,19070,f,1,NA,NA
2019,29/05/2019,2019006,19071,f,1,NA,NA
2019,29/05/2019,2019006,19072,f,1,NA,NA
2019,29/05/2019,2019006,19073,f,1,NA,NA
2019,29/05/2019,2019006,19074,f,1,NA,NA
2019,29/05/2019,2019006,19075,f,1,NA,NA
2019,29/05/2019,2019006,19076,f,1,NA,NA
2019,29/05/2019,2019006,19077,f,1,NA,NA
2019,29/05/2019,2019006,19078,f,1,NA,NA
2019,29/05/2019,2019006,19079,f,1,NA,NA
2019,29/05/2019,2019006,19080,f,1,NA,NA
2019,29/05/2019,2019006,19081,f,1,NA,NA
2019,29/05/2019,2019006,19082,f,1,NA,NA
2019,29/05/2019,2019006,19083,f,1,NA,NA
2019,29/05/2019,2019006,19084,f,1,NA,NA
2019,29/05/2019,2019006,19085,f,1,NA,NA
2019,29/05/2019,2019006,19086,f,1,NA,NA
2019,29/05/2019,2019006,19087,f,1,NA,NA
2019,29/05/2019,2019006,19088,f,1,NA,NA
2019,29/05/2019,2019006,19089,f,1,NA,NA
2019,29/05/2019,2019006,19090,f,1,NA,NA
2019,29/05/2019,2019006,19091,f,1,NA,NA
2019,29/05/2019,2019006,19092,f,1,NA,NA
2019,29/05/2019,2019006,19093,f,1,NA,NA
2019,29/05/2019,2019006,19094,f,1,NA,NA
2019,29/05/2019,2019006,19095,f,1,NA,NA
2019,29/05/2019,2019006,19096,f,1,NA,NA
2019,29/05/2019,2019006,19097,f,1,NA,NA
2019,29/05/2019,2019006,19098,f,1,NA,NA
2019,29/05/2019,2019006,19099,f,1,NA,NA
2019,29/05/2019,2019006,19100,m,1,NA,NA
2019,29/05/2019,2019006,19101,f,1,NA,NA
2019,29/05/2019,2019006,19102,f,1,NA,NA
2019,29/05/2019,2019006,19103,f,1,NA,NA
2019,29/05/2019,2019006,19104,f,1,NA,NA
2019,29/05/2019,2019006,19106,f,1,NA,NA
2019,29/05/2019,2019006,19107,f,1,NA,NA
2019,29/05/2019,2019006,19108,f,1,NA,NA
2019,29/05/2019,2019006,19109,f,1,NA,NA
2019,29/05/2019,2019006,19110,f,1,NA,NA
2019,02/08/2019,2019010,17532,f,1,NA,NA
2019,02/08/2019,2019010,17533,m,1,NA,NA
2019,02/08/2019,2019010,17534,f,1,NA,1
2019,02/08/2019,2019010,17535,m,1,NA,NA
2019,02/08/2019,2019010,17536,m,1,NA,NA
2019,02/08/2019,2019010,17537,m,1,NA,NA
2019,02/08/2019,2019010,17538,m,1,NA,1
2019,02/08/2019,2019010,17539,f,1,NA,NA
2019,02/08/2019,2019010,17540,f,1,NA,NA
2019,02/08/2019,2019010,17541,f,1,NA,NA
2019,02/08/2019,2019010,17542,f,1,NA,NA
2019,02/08/2019,2019010,17543,f,1,NA,1
2019,02/08/2019,2019010,17544,f,1,NA,NA
2019,02/08/2019,2019010,17545,f,1,NA,NA
2019,02/08/2019,2019010,17546,m,1,NA,NA
2019,02/08/2019,2019010,17547,m,1,NA,NA
2019,02/08/2019,2019010,17548,f,1,NA,1
2019,02/08/2019,2019010,17549,m,1,NA,1
2019,02/08/2019,2019010,17550,f,1,NA,NA
2019,02/08/2019,2019010,17551,m,1,NA,NA
2019,02/08/2019,2019010,17552,m,1,NA,1
2019,02/08/2019,2019010,17553,f,1,NA,NA
2019,02/08/2019,2019010,17554,f,1,NA,NA
2020,16/10/2020,2020007,17555,m,1,555,NA
2020,16/10/2020,2020007,17556,m,1,408,1
2020,16/10/2020,2020007,17557,m,1,308,1
2020,16/10/2020,2020007,17558,m,1,560,1
2020,16/10/2020,2020007,17559,m,1,322,1
2020,16/10/2020,2020007,17560,m,1,438,NA
2020,16/10/2020,2020007,17561,m,1,555,NA
2020,16/10/2020,2020007,17562,m,1,587,NA
2020,16/10/2020,2020007,17563,f,1,403,NA
2020,16/10/2020,2020007,17564,m,1,563,NA
2020,16/10/2020,2020007,17565,f,1,418,1
2020,16/10/2020,2020007,17566,f,1,408,1
2020,16/10/2020,2020007,17567,m,1,555,NA
2020,16/10/2020,2020007,17568,m,1,564,NA
2020,16/10/2020,2020007,17569,f,1,406,NA
2020,16/10/2020,2020007,17570,f,1,397,1
2020,16/10/2020,2020007,17572,f,1,448,1
2020,16/10/2020,2020007,17573,f,1,414,NA
2020,16/10/2020,2020007,17574,f,1,410,NA
2020,16/10/2020,2020007,17575,m,1,553,NA
2020,16/10/2020,2020007,17576,f,1,416,NA
2020,16/10/2020,2020007,17577,m,1,612,NA
2020,16/10/2020,2020007,17578,m,1,594,NA
2020,16/10/2020,2020007,17579,f,1,425,NA
2020,16/10/2020,2020007,17580,f,1,368,NA
2020,16/10/2020,2020007,17581,f,1,334,NA
2020,16/10/2020,2020007,17582,f,1,433,NA
2020,16/10/2020,2020007,17583,m,1,585,NA
2020,16/10/2020,2020007,17584,f,1,464,NA
2020,16/10/2020,2020007,17585,f,1,273,NA
2020,16/10/2020,2020007,17586,f,1,437,NA
2020,16/10/2020,2020007,17587,f,1,433,NA
2020,16/10/2020,2020007,17588,f,1,435,NA
2020,16/10/2020,2020007,17790,m,1,588,NA
2020,16/10/2020,2020007,17791,m,1,458,NA
2020,16/10/2020,2020007,17792,f,1,380,1
2020,16/10/2020,2020007,17793,m,1,505,NA
2020,16/10/2020,2020007,17794,m,1,545,NA
2020,16/10/2020,2020007,17795,m,1,470,NA
2020,16/10/2020,2020007,17796,f,1,427,1
2020,16/10/2020,2020007,17797,f,1,463,NA
2020,16/10/2020,2020007,17798,m,1,498,NA
2020,16/10/2020,2020007,17799,m,1,510,NA
2020,16/10/2020,2020007,17800,m,1,592,NA
2021,28/04/2021,2021001,210001,m,1,410,NA
2021,28/04/2021,2021001,210002,m,1,364,NA
2021,28/04/2021,2021001,210003,f,1,472,NA
2021,28/04/2021,2021001,210004,m,1,458,NA
2021,28/04/2021,2021001,210005,m,1,520,NA
2021,28/04/2021,2021001,210006,f,1,376,NA
2021,28/04/2021,2021001,210007,m,1,566,NA
2021,28/04/2021,2021001,210008,m,1,450,NA
2021,28/04/2021,2021001,210009,f,1,450,NA
2021,28/04/2021,2021001,210010,f,1,438,NA
2021,27/06/2021,2021003,210011,m,1,576,NA
2021,27/06/2021,2021003,210012,m,1,456,NA
2021,27/06/2021,2021003,210013,f,1,385,NA
2021,27/06/2021,2021003,210014,f,1,448,1
2021,27/06/2021,2021003,210015,f,1,417,NA
2021,27/06/2021,2021003,210016,f,1,453,NA
2021,27/06/2021,2021003,210017,f,1,458,NA
2021,27/06/2021,2021003,210018,m,1,555,NA
2021,27/06/2021,2021003,210019,m,1,557,NA
2021,27/06/2021,2021003,210020,f,1,473,NA
2021,27/06/2021,2021003,210021,f,1,470,NA
2021,27/06/2021,2021003,210022,f,1,488,NA
2021,27/06/2021,2021003,210023,m,1,535,NA
2021,27/06/2021,2021003,210024,m,1,525,NA
2021,27/06/2021,2021003,210025,m,1,559,NA
2021,27/06/2021,2021003,210026,f,1,480,NA
2021,27/06/2021,2021003,210027,f,1,431,NA
2021,27/06/2021,2021003,210028,f,1,506,NA
2021,27/06/2021,2021003,210029,m,1,526,NA
2021,27/06/2021,2021003,210030,f,1,455,NA
2021,27/06/2021,2021003,210031,f,1,440,NA
2021,27/06/2021,2021003,210032,f,1,444,NA
2021,27/06/2021,2021003,210033,f,1,460,NA
2021,27/06/2021,2021003,210034,f,1,417,NA
2021,27/06/2021,2021003,210035,m,1,536,NA
2021,27/06/2021,2021003,210036,m,1,562,NA
2021,27/06/2021,2021003,210037,m,1,516,NA
2021,27/06/2021,2021003,210038,m,1,487,NA
2021,27/06/2021,2021003,210039,f,1,482,NA
2021,27/06/2021,2021003,210040,f,1,441,NA
2021,27/06/2021,2021003,210041,f,1,426,NA
2021,27/06/2021,2021003,210042,f,1,402,1
2021,27/06/2021,2021003,210043,f,1,389,NA
2021,27/06/2021,2021003,210044,m,1,477,NA
2021,27/06/2021,2021003,210045,f,1,424,NA
2021,27/06/2021,2021003,210046,f,1,461,NA
2021,27/06/2021,2021003,210047,m,1,553,NA
2021,27/06/2021,2021003,210048,f,1,441,NA
2021,27/06/2021,2021003,210049,f,1,467,NA
2021,27/06/2021,2021003,210050,f,1,404,NA
2021,27/06/2021,2021003,210051,m,1,585,NA
2021,27/06/2021,2021003,210052,f,1,443,1
2021,27/06/2021,2021003,210053,f,1,452,1
2021,27/06/2021,2021003,210054,f,1,418,1
2021,27/06/2021,2021003,210055,f,1,446,NA
2021,27/06/2021,2021003,210056,f,1,447,NA
2021,27/06/2021,2021003,210057,m,1,519,NA
2021,27/06/2021,2021003,210058,f,1,434,NA
2021,27/06/2021,2021003,210059,m,1,512,NA
2021,27/06/2021,2021003,210060,m,1,530,NA
2021,27/06/2021,2021003,210061,f,1,395,NA
2021,27/06/2021,2021004,210063,f,1,NA,NA
2021,27/06/2021,2021004,210064,f,1,NA,NA
2021,27/06/2021,2021004,210065,f,1,NA,NA
2021,27/06/2021,2021004,210066,f,1,NA,NA
2021,27/06/2021,2021004,210067,f,1,NA,NA
2021,27/06/2021,2021004,210068,f,1,NA,NA
2021,27/06/2021,2021004,210069,f,1,NA,NA
2021,27/06/2021,2021004,210070,f,1,NA,NA
2021,27/06/2021,2021004,210071,f,1,NA,1
2021,27/06/2021,2021004,210072,f,1,NA,NA
2021,27/06/2021,2021004,210073,f,1,NA,NA
2021,27/06/2021,2021004,210074,f,1,NA,NA
2021,27/06/2021,2021004,210075,f,1,NA,NA
2021,27/06/2021,2021004,210076,f,1,NA,NA
2021,27/06/2021,2021004,210077,f,1,NA,NA
2021,27/06/2021,2021004,210078,f,1,NA,NA
2021,27/06/2021,2021004,210079,f,1,NA,NA
2021,27/06/2021,2021004,210080,f,1,NA,NA
2021,27/06/2021,2021004,210081,f,1,NA,NA
2021,27/06/2021,2021004,210082,f,1,NA,1
2021,27/06/2021,2021004,210083,f,1,NA,1
2021,27/06/2021,2021004,210084,f,1,NA,1
2021,27/06/2021,2021004,210085,f,1,NA,NA
2021,27/06/2021,2021004,210086,f,1,NA,NA
2021,27/06/2021,2021004,210087,f,1,NA,NA
2021,27/06/2021,2021004,210088,f,1,NA,NA
2021,27/06/2021,2021004,210089,f,1,NA,NA
2021,27/06/2021,2021004,210090,f,1,NA,NA
2021,27/06/2021,2021004,210091,f,1,NA,NA
2021,27/06/2021,2021004,210092,f,1,NA,NA
2021,27/06/2021,2021004,210093,f,1,NA,NA
2021,27/06/2021,2021004,210094,f,1,NA,NA
2021,27/06/2021,2021004,210095,f,1,NA,NA
2021,27/06/2021,2021004,210096,f,1,NA,NA
2021,27/06/2021,2021004,210097,f,1,NA,NA
2021,27/06/2021,2021004,210098,f,1,NA,NA
2021,27/06/2021,2021004,210099,f,1,NA,NA
2021,27/06/2021,2021004,210100,f,1,NA,NA
2021,07/07/2021,2021005,210101,f,1,416,NA
2021,07/07/2021,2021005,210102,f,1,440,NA
2021,07/07/2021,2021005,210103,m,1,445,NA
2021,07/07/2021,2021005,210104,f,1,455,NA
2021,07/07/2021,2021005,210105,f,1,455,NA
2021,07/07/2021,2021005,210106,f,1,415,1
2021,07/07/2021,2021005,210107,m,1,435,NA
2021,07/07/2021,2021005,210108,m,1,450,1
2021,07/07/2021,2021005,210109,m,1,577,NA
2021,07/07/2021,2021005,210110,m,1,575,NA
2021,07/07/2021,2021005,210111,m,1,437,NA
2021,07/07/2021,2021005,210112,m,1,575,NA
2021,07/07/2021,2021005,210113,f,1,485,NA
2021,07/07/2021,2021005,210114,f,1,450,1
2021,07/07/2021,2021005,210115,m,1,505,1
2021,07/07/2021,2021005,210116,f,1,436,NA
2021,07/07/2021,2021005,210117,m,1,509,NA
2021,07/07/2021,2021005,210118,m,1,551,NA
2021,07/07/2021,2021005,210119,f,1,437,1
2021,07/07/2021,2021005,210120,f,1,463,NA
2021,07/07/2021,2021005,210121,m,1,559,NA
2021,07/07/2021,2021005,210122,m,1,486,NA
2021,07/07/2021,2021005,210123,m,1,278,NA
2021,07/07/2021,2021005,210124,f,1,440,NA
2021,07/07/2021,2021005,210125,f,1,436,NA
2021,07/07/2021,2021005,210126,f,1,410,NA
2021,07/07/2021,2021005,210127,f,1,NA,NA
2021,07/07/2021,2021005,210128,m,1,463,NA
2021,07/07/2021,2021005,210129,f,1,440,NA
2021,07/07/2021,2021005,210130,f,1,423,NA
2021,07/07/2021,2021005,210131,f,1,465,NA
2021,07/07/2021,2021005,210132,f,1,440,NA
2021,07/07/2021,2021005,210133,m,1,542,NA
2021,07/07/2021,2021005,210134,f,1,463,NA
2021,07/07/2021,2021005,210135,f,1,394,NA
2021,07/07/2021,2021005,210136,m,1,190,NA
2021,07/07/2021,2021005,210137,m,1,225,NA
2021,07/07/2021,2021005,210138,f,1,221,NA
2021,07/07/2021,2021005,210139,f,1,253,NA
2021,07/07/2021,2021005,210140,f,1,346,NA
2021,07/07/2021,2021005,210141,f,1,338,NA
2021,07/07/2021,2021005,210142,f,1,405,NA
2021,07/07/2021,2021005,210143,f,1,434,NA
2021,07/07/2021,2021005,210144,f,1,445,NA
2021,07/07/2021,2021005,210145,f,1,430,NA
2021,07/07/2021,2021005,210146,f,1,448,NA
2021,07/07/2021,2021005,210147,f,1,455,NA
2021,07/07/2021,2021005,210148,f,1,477,NA
2021,07/07/2021,2021005,210149,f,1,434,NA
2021,07/07/2021,2021005,210150,f,1,428,NA
2021,07/07/2021,2021005,210151,m,1,403,NA
2021,07/07/2021,2021005,210152,f,1,367,NA
2021,07/07/2021,2021005,210153,f,1,422,NA
2021,07/07/2021,2021005,210154,f,1,388,NA
2021,07/07/2021,2021005,210155,f,1,383,NA
2021,07/07/2021,2021005,210156,f,1,433,NA
2021,07/07/2021,2021005,210157,f,1,451,NA
2021,07/07/2021,2021005,210158,f,1,377,NA
2021,07/07/2021,2021005,210159,f,1,435,NA
2021,07/07/2021,2021005,210160,m,1,520,NA
2021,07/07/2021,2021005,210161,m,1,509,NA
2021,07/07/2021,2021005,210162,f,1,458,NA
2021,07/07/2021,2021005,210163,f,1,436,NA
2021,07/07/2021,2021005,210164,f,1,449,NA
2021,07/07/2021,2021005,210165,f,1,435,NA
2021,07/07/2021,2021005,210166,f,1,407,NA
2021,07/07/2021,2021005,210167,m,1,557,NA
2021,07/07/2021,2021005,210168,f,1,422,NA
2021,07/07/2021,2021005,210169,m,1,579,NA
2021,07/07/2021,2021005,210170,f,1,439,NA
2021,07/07/2021,2021005,210171,m,1,522,NA
2021,07/07/2021,2021005,210172,f,1,450,NA
2021,07/07/2021,2021005,210173,m,1,475,NA
2021,07/07/2021,2021005,210174,f,1,385,NA
2021,07/07/2021,2021005,210175,f,1,420,NA
2021,07/07/2021,2021005,210176,f,1,438,NA
2021,07/07/2021,2021005,210177,m,1,564,NA
2021,01/08/2021,2021007,210178,m,1,372,NA
2021,01/08/2021,2021007,210179,m,1,535,NA
2021,01/08/2021,2021007,210180,f,1,411,NA
2021,01/08/2021,2021007,210181,m,1,465,NA
2021,01/08/2021,2021007,210182,f,1,413,NA
2021,01/08/2021,2021007,210183,f,1,319,1
2021,01/08/2021,2021007,210184,m,1,523,NA
2021,01/08/2021,2021007,210185,f,1,254,1
2021,01/08/2021,2021007,210186,f,1,310,1
2021,01/08/2021,2021007,210187,f,1,400,NA
2021,01/08/2021,2021007,210188,m,1,467,NA
2021,01/08/2021,2021007,210189,f,1,398,NA
2021,01/08/2021,2021007,210190,m,1,438,NA
2021,01/08/2021,2021007,210191,m,1,457,NA
2021,01/08/2021,2021007,210192,f,1,334,NA
2021,01/08/2021,2021007,210193,f,1,406,NA
2021,01/08/2021,2021007,210194,f,1,443,NA
2021,01/08/2021,2021007,210195,f,1,428,1
2021,01/08/2021,2021007,210196,f,1,440,1
2021,01/08/2021,2021007,210197,m,1,439,NA
2021,01/08/2021,2021007,210198,f,1,422,NA
2021,01/08/2021,2021007,210199,f,1,431,1
2021,01/08/2021,2021007,210200,f,1,422,1
2021,01/08/2021,2021007,210201,f,1,418,NA
2021,01/08/2021,2021007,210202,f,1,415,NA
2021,01/08/2021,2021007,210203,f,1,422,NA
2021,01/08/2021,2021007,210204,m,1,191,1
2021,01/08/2021,2021007,210205,f,1,201,1
2021,01/08/2021,2021007,210206,f,1,261,1
2021,01/08/2021,2021007,210207,f,1,263,1
2021,01/08/2021,2021007,210208,m,1,512,NA
2021,01/08/2021,2021007,210209,f,1,392,NA
2021,01/08/2021,2021007,210210,m,1,258,NA
2021,01/08/2021,2021007,210211,f,1,329,NA
2021,01/08/2021,2021007,210212,f,1,428,NA
2021,10/08/2021,2021008,210213,f,1,488,NA
2021,10/08/2021,2021008,210214,m,1,565,NA
2021,10/08/2021,2021008,210215,f,1,469,NA
2021,10/08/2021,2021008,210216,m,1,520,NA
2021,10/08/2021,2021008,210217,f,1,409,NA
2021,10/08/2021,2021008,210218,m,1,566,NA
2021,10/08/2021,2021008,210219,m,1,469,NA
2021,10/08/2021,2021008,210220,m,1,564,NA
2021,10/08/2021,2021008,210221,m,1,554,NA
2021,10/08/2021,2021008,210222,m,1,286,NA
2021,10/08/2021,2021008,210223,m,1,529,NA
2021,10/08/2021,2021008,210224,f,1,460,NA
2021,10/08/2021,2021008,210225,f,1,445,NA
2021,10/08/2021,2021008,210226,m,1,529,NA
2021,10/08/2021,2021008,210227,f,1,457,NA
2021,10/08/2021,2021008,210228,m,1,558,NA
2021,10/08/2021,2021008,210229,m,1,432,NA
2021,10/08/2021,2021008,210230,m,1,492,NA
2021,10/08/2021,2021008,210231,f,1,485,NA
2021,10/08/2021,2021008,210232,m,1,427,NA
2021,10/08/2021,2021008,210233,f,1,449,NA
2021,10/08/2021,2021008,210234,m,1,450,NA
2021,10/08/2021,2021008,210235,f,1,435,1
2021,10/08/2021,2021008,210236,m,1,478,NA
2021,10/08/2021,2021009,210237,f,1,NA,NA
2021,10/08/2021,2021009,210238,f,1,NA,NA
2021,10/08/2021,2021009,210239,f,1,NA,NA
2021,10/08/2021,2021009,210240,f,1,NA,NA
2021,10/08/2021,2021009,210241,m,1,NA,NA
2021,10/08/2021,2021009,210242,f,1,NA,NA
2021,10/08/2021,2021009,210243,f,1,NA,NA
2021,10/08/2021,2021009,210244,f,1,NA,NA
2021,10/08/2021,2021009,210245,f,1,NA,NA
2021,10/08/2021,2021009,210246,f,1,NA,NA
2021,10/08/2021,2021009,210247,f,1,NA,1
2021,10/08/2021,2021009,210248,f,1,NA,NA
2021,10/08/2021,2021009,210249,f,1,NA,1
2021,10/08/2021,2021009,210250,f,1,NA,NA
2021,10/08/2021,2021009,210251,f,1,NA,NA
2021,10/08/2021,2021009,210252,f,1,NA,NA
2021,10/08/2021,2021009,210253,f,1,NA,NA
2021,10/08/2021,2021009,210254,f,1,NA,NA
2021,10/08/2021,2021009,210255,f,1,NA,NA
2021,10/08/2021,2021009,210256,f,1,NA,NA
2021,10/08/2021,2021009,210257,f,1,NA,NA
2021,10/08/2021,2021009,210258,f,1,NA,NA
2021,10/08/2021,2021009,210259,f,1,NA,NA
2021,10/08/2021,2021009,210260,f,1,NA,NA
2021,10/08/2021,2021009,210261,f,1,NA,NA
2021,16/08/2021,2021010,210262,f,1,NA,NA
2021,16/08/2021,2021010,210263,m,1,NA,NA
2021,16/08/2021,2021010,210264,f,1,NA,NA
2021,16/08/2021,2021010,210265,f,1,NA,NA
2021,16/08/2021,2021010,210266,f,1,NA,NA
2021,16/08/2021,2021010,210267,f,1,NA,NA
2021,16/08/2021,2021010,210268,m,1,NA,NA
2021,16/08/2021,2021010,210269,f,1,NA,NA
2021,16/08/2021,2021010,210270,f,1,NA,NA
2021,16/08/2021,2021010,210271,f,1,NA,NA
2021,16/08/2021,2021010,210272,f,1,NA,NA
2021,16/08/2021,2021010,210273,m,1,NA,NA
2021,16/08/2021,2021010,210274,f,1,NA,NA
2021,16/08/2021,2021010,210275,f,1,NA,NA
2021,16/08/2021,2021010,210276,f,1,NA,NA
2021,16/08/2021,2021010,210277,f,1,NA,NA
2021,16/08/2021,2021010,210278,f,1,NA,NA
2021,16/08/2021,2021010,210279,f,1,NA,NA
2021,16/08/2021,2021010,210280,f,1,NA,NA
2021,16/08/2021,2021010,210281,f,1,NA,NA
2021,16/08/2021,2021010,210282,m,1,NA,NA
2021,16/08/2021,2021010,210283,f,1,NA,NA
2021,16/08/2021,2021010,210284,f,1,NA,NA
2021,16/08/2021,2021010,210285,m,1,NA,NA
2021,16/08/2021,2021010,210286,m,1,NA,NA
2021,16/08/2021,2021010,210287,m,1,NA,NA
2021,16/08/2021,2021010,210288,m,1,NA,NA
2021,16/08/2021,2021010,210289,f,1,NA,NA
2021,16/08/2021,2021010,210290,m,1,NA,NA
2021,16/08/2021,2021010,210291,f,1,NA,NA
2021,16/08/2021,2021010,210292,f,1,NA,NA
2021,16/08/2021,2021010,210293,f,1,NA,NA
2021,16/08/2021,2021010,210294,f,1,NA,NA
2021,16/08/2021,2021010,210295,f,1,NA,NA
2021,16/08/2021,2021010,210296,m,1,NA,NA
2021,16/08/2021,2021010,210297,m,1,NA,NA
2021,16/08/2021,2021010,210298,f,1,NA,NA
2021,16/08/2021,2021010,210299,f,1,NA,NA
2021,01/09/2021,2021011,210300,f,1,NA,NA
2021,01/09/2021,2021011,210301,f,1,NA,NA
2021,01/09/2021,2021011,210302,f,1,NA,NA
2021,01/09/2021,2021011,210303,m,1,NA,NA
